WellId,API,PermitId,SubmitDate,ApprovedDate,ExpiredDate,AmendedDate,PermitStatus,PermitPurpose,FiledBy
88cf6f84-483c-40ed-bc4d-5875af027df6,05067100080000,,,9/11/2017 12:00:00 AM,9/10/2019 12:00:00 AM,,,,CATAMOUNT ENERGY PARTNERS LLC
6902743f-5d37-4d33-89d7-73afc226573e,05045236590000,,,8/25/2017 12:00:00 AM,8/24/2019 12:00:00 AM,,,,TEP ROCKY MOUNTAIN LLC
5074ed6f-48eb-4f02-bde1-ace819cc5784,05045236510000,,,8/25/2017 12:00:00 AM,8/24/2019 12:00:00 AM,,,,TEP ROCKY MOUNTAIN LLC
86c1fefa-f306-492b-92f7-97e0147f0b76,05067100090000,,,9/20/2017 12:00:00 AM,9/19/2019 5:19:20 PM,,,,CATAMOUNT ENERGY PARTNERS LLC
3de68b9d-d88c-4ce4-b488-71b7d10b127a,4304755780,,,9/6/2017 12:00:00 AM,,,,,"EP ENERGY E&P COMPANY, L.P."
0db69f39-926d-43bc-8a4a-653dbac0e975,17023232060000,,,9/26/2017 12:00:00 AM,,,,,
7c5da16c-2ec2-4cce-9da6-68ba85244c4c,3002544061,,,9/28/2017 12:00:00 AM,,,,,
6e23825f-b2a2-4c43-9136-785b2a183e99,3002544060,,,9/28/2017 12:00:00 AM,,,,,
61dc199c-8b18-443e-8618-35eb5a472712,3001544463,,,10/12/2017 12:00:00 AM,,,,,
7d00533e-552d-40c8-a21a-51eebb70de4f,3002544103,,,10/10/2017 12:00:00 AM,,,,,
4cdaedc4-9844-448b-991a-76da7e1d0293,3002544123,,,10/18/2017 12:00:00 AM,,,,,
a920e9a2-d3c5-4c39-951e-525c743d0528,3001544499,,,11/1/2017 12:00:00 AM,,,,,
d5a69546-a42f-4d84-b014-2ef65161e569,05067100100000,,,,10/17/2019 8:50:07 AM,,,,
3afd0837-9b69-4523-bdf4-b7304f626fb1,05067100110000,,,10/18/2017 12:00:00 AM,10/17/2019 3:42:48 PM,,,,CATAMOUNT ENERGY PARTNERS LLC
53cc3209-b120-47ff-bc24-ecda794808ec,17113225110000,,,10/16/2017 12:00:00 AM,,,,,
c42ab934-aa43-4962-8314-e5dfa9e7542d,05075060630000,20061241,,,5/22/2007 12:00:00 AM,,,,
3b2c0ad8-55c4-47fb-82c5-1fd5190d98b7,33061037480000,31439,,7/8/2016 12:55:10 AM,,,,,"SLAWSON EXPLORATION COMPANY, INC."
69f2fd8e-348f-4999-a321-3f3638441b56,33061037350000,31417,,7/8/2016 5:53:55 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
6fac8770-eddf-45d8-9911-6da8143d7684,33061037300000,31412,,7/8/2016 12:54:05 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
fc897859-caa8-4111-bb29-75fa22bff97b,33061037310000,31413,,7/8/2016 12:52:55 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
a987d40d-5355-4f4e-9860-7c16d1e9400d,33061037330000,31415,,7/8/2016 5:55:38 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
e2e47adf-d549-403c-8e43-a007cbeb288e,33061037320000,31414,,7/8/2016 5:54:21 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
1d6547be-94ae-4a33-a2ee-cbe94b668268,33061037340000,31416,,7/8/2016 5:51:53 AM,,,,,"HESS BAKKEN INVESTMENTS II, LLC"
b3b95213-7592-4b86-8d01-0437e3b4b137,33105040880000,31471,,7/8/2016 12:55:04 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
5d445147-0b75-4718-8c4f-74113b1398c0,33105040890000,31472,,7/8/2016 12:54:52 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
a38daad7-a41d-48c0-a592-113f44562dbf,33025029710000,31580,,7/8/2016 5:55:51 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
c97488fd-8143-4f3c-ad6f-ef2c0c9ca55f,33025029700000,31579,,7/8/2016 12:54:11 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
ceb19169-c39d-4e4c-863c-3e2f45f95756,33053071010000,31612,,7/8/2016 12:54:10 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
8b5c70ee-3cdb-4ba9-bf71-7878fafddb90,33053071000000,31611,,7/8/2016 12:52:00 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
19b5f697-0bbd-4dc4-9d75-a70d530604ec,33053070990000,31610,,7/8/2016 5:53:20 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
2f3b5134-3e25-49f2-b4f3-bc5e73cbc0ec,33053071020000,31613,,7/8/2016 12:53:56 AM,,,,,BURLINGTON RESOURCES OIL & GAS COMPANY LP
1c05612b-23d3-4276-a5ad-266bf57ae269,33105041300000,31669,,7/8/2016 5:54:30 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
9c6ee907-4d2a-4053-956a-483d4fa6b251,33053075580000,32590,,3/7/2016 12:15:35 AM,,,,,WHITING OIL AND GAS CORPORATION
1283a5c5-57d9-4d27-b253-be121ab48c41,33053075570000,32589,,3/7/2016 12:15:36 AM,,,,,WHITING OIL AND GAS CORPORATION
b2d32f11-6448-4d18-ab2d-35ac0a428028,33105042860000,32901,,8/10/2016 10:04:57 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
6b019cfa-1b03-4834-aff2-412bcd95cf58,33105042850000,32900,,8/10/2016 10:04:54 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
e10165a7-0e1f-4aef-b560-909743941134,33105042840000,32898,,8/10/2016 10:04:54 AM,,,,,CRESCENT POINT ENERGY U.S. CORP.
f191ab6a-c392-46f4-847c-4a1cfec1ddba,33053077240000,32931,,8/18/2016 1:43:19 PM,,,,,WHITING OIL AND GAS CORPORATION
1d1ec529-27b3-4c53-a102-db27cade41e3,33053077230000,32930,,8/18/2016 1:43:19 PM,,,,,WHITING OIL AND GAS CORPORATION
c0593093-747b-4300-bb2b-6984d5b26e54,33105043740000,33356,,2/22/2017 1:23:47 AM,,,,,WHITING OIL AND GAS CORPORATION
e81c8b3f-90eb-4624-ba30-8fe7148bfa35,33105043730000,33355,,2/22/2017 1:23:47 AM,,,,,WHITING OIL AND GAS CORPORATION
90866b38-4325-4a18-bc06-b6006aaa5b45,33105043760000,33358,,2/22/2017 1:23:48 AM,,,,,WHITING OIL AND GAS CORPORATION
c28b0732-3a96-42a8-a08e-d02a85ce4d01,33105043750000,33357,,2/22/2017 1:23:48 AM,,,,,WHITING OIL AND GAS CORPORATION
aa65195f-b274-4a20-a391-fa20064147ae,33105043720000,33354,,2/22/2017 1:23:49 AM,,,,,WHITING OIL AND GAS CORPORATION
d718013d-9609-4bde-9614-03ebba327b44,33105043820000,33367,,3/1/2017 12:01:27 AM,,,,,WHITING OIL AND GAS CORPORATION
5c48a9ad-b6e5-40cb-9e82-2505f5923c1e,33053079640000,33461,,4/3/2017 12:01:44 AM,,,,,ENERPLUS RESOURCES USA CORPORATION
f47b585e-534f-46fa-b44e-3dc26ef41de2,3002543909,,,9/21/2017 12:00:00 AM,,,,,
98d604a3-36b0-485e-9044-58e648cca2ea,4304755745,,,8/9/2017 12:00:00 AM,,,,,KGH OPERATING COMPANY
47c7d40b-fd65-4816-82b9-fc7012787636,35107235910000,8157186,,8/16/2017 12:00:00 AM,2/16/2018 12:00:00 AM,,,,
