API,Comments,LowerPerf,PerfDate,Reservoir,UpperPerf,WellId
4237107768,,1729,,,1724,4b22310e-0cbe-4329-9150-bb2c04034e14
4237137385,,4545,,,4197,6dbbb1aa-4010-4d2e-8d2b-28922c3db40d
4237107768,,1742,,,1732,4b22310e-0cbe-4329-9150-bb2c04034e14
4237137385,,3932,,,3768,6dbbb1aa-4010-4d2e-8d2b-28922c3db40d
4237107768,,1762,,,1754,4b22310e-0cbe-4329-9150-bb2c04034e14
4237107768,,1673,,,1668,4b22310e-0cbe-4329-9150-bb2c04034e14
4237107768,,1690,,,1682,4b22310e-0cbe-4329-9150-bb2c04034e14
4237107768,,1648,,,1634,4b22310e-0cbe-4329-9150-bb2c04034e14
4237107768,,1720,,,1714,4b22310e-0cbe-4329-9150-bb2c04034e14
4237136100,,1460,,,1450,8d702620-9a9c-4695-b114-e774b7466f6c
4237136100,,2677,,,1447,8d702620-9a9c-4695-b114-e774b7466f6c
4237136100,,1460,,,1450,8d702620-9a9c-4695-b114-e774b7466f6c
4237136100,,1694,,,1447,8d702620-9a9c-4695-b114-e774b7466f6c
4237136100,,1480,,,1470,8d702620-9a9c-4695-b114-e774b7466f6c
4237138756,,2050,,,2045,8abbb6c9-0c07-44d1-8aa0-592dd72976a7
4237106877,,1446,,,1396,a9e7b235-f832-4546-98c0-6742c805379b
4237106877,,1330,,,1324,a9e7b235-f832-4546-98c0-6742c805379b
4237106877,,1500,,,0,a9e7b235-f832-4546-98c0-6742c805379b
4237106877,,1364,,,1330,a9e7b235-f832-4546-98c0-6742c805379b
4237139549,,20255,,,10249,77fa0723-8c5c-495e-83b4-7299304b1ad0
4237106877,,2481,,,1309,a9e7b235-f832-4546-98c0-6742c805379b
4237106877,,1390,,,1374,a9e7b235-f832-4546-98c0-6742c805379b
4237139568,,7334,,,6055,96fdf7e1-957e-4f79-8bd1-7a6beba6a7fe
4237106877,,1390,,,1324,a9e7b235-f832-4546-98c0-6742c805379b
4237104256,,993,,,911,528be3f3-0948-4ee6-8061-b2a8deff5192
4237104256,,1260,,,1242,528be3f3-0948-4ee6-8061-b2a8deff5192
4237104256,,1263,,,1060,528be3f3-0948-4ee6-8061-b2a8deff5192
4237106094,,2548,,,1517,e199a4d9-fb00-4770-9be6-5cfcb3c711ff
4237138866,,6500,,,5180,017414d3-3ab4-43b6-beda-f166512cf4fe
4237138866,,7824,,,7744,017414d3-3ab4-43b6-beda-f166512cf4fe
4237138922,,410,,,400,1dc04387-e823-4f2c-8914-7ac734e8d3a9
4237138922,,471,,,469,1dc04387-e823-4f2c-8914-7ac734e8d3a9
4237139497,,20591,,,10681,19173306-ba16-416c-9cfb-47ca16a9193d
4237102854,,2293,,,1667,3328d8d1-c577-49a3-b2c3-70415d1e630a
4237139223,,8830,,,7202,264008fb-f325-493c-a624-7b1039c29801
