API,WellId,CompletionDate,PackerDepth,TubingLowerDepth,TubingSize,TubingUpperDepth
4238935713,af60860f-ea5d-49a2-8851-f486fd820082,1/3/2018 12:00:00 AM,10096,,2 7/8,10115
4231740823,f22bfa4d-7c6e-475e-85b0-093aed004210,11/8/2017 12:00:00 AM,0,,2 7/8,8683
4235733639,398c33b0-9e6e-4d79-837c-16d69187482e,6/23/2017 12:00:00 AM,0,,2 7/8,6711
4213139596,4433ad22-95d5-49d5-a207-1a53c0cae2db,1/12/2018 12:00:00 AM,1700,,3 1/2,1700
4217733820,bbe1307b-fb0a-4fcb-9b31-2fea8ffe71b1,4/27/2018 12:00:00 AM,0,,2 7/8,8866
4247537242,24564ca9-7a07-4174-b12a-3f5cdd65fd5b,8/1/2017 12:00:00 AM,10416,,2 7/8,10538
4217733818,0bface99-6c39-413a-8555-4276e4692d0c,1/19/2018 12:00:00 AM,0,,2 7/8,8810
4231740822,dc2a6da3-4d1f-4917-98fa-46055f7c8c0a,11/12/2017 12:00:00 AM,0,,2 7/8,8202
4217733822,4329485a-d778-44b0-9922-5f9b624b879d,4/25/2018 12:00:00 AM,0,,2 7/8,8927
4225535463,8a04aa59-78d7-4926-b5df-6350f7a34c6f,11/19/2017 12:00:00 AM,10300,,2 3/8,10317
4228336048,cc5490a0-ad5e-4f19-b2a6-6a350dde21d2,12/4/2017 12:00:00 AM,8584,,2 7/8,8604
4217733821,ec5b25af-61d6-4984-bf38-6a8c55467a91,1/22/2018 12:00:00 AM,0,,2 7/8,8911
4200347554,909ebaae-c3a5-4dec-9364-7a5161fe8bd3,2/21/2018 12:00:00 AM,0,,2 7/8,8942
4238935978,6b4e7d69-b205-473d-a6eb-7bdec5e34edd,1/12/2018 12:00:00 AM,10540,,2 7/8,10547
4228336037,72ccc33c-f3c7-468a-9f8b-8237df0da30d,11/22/2017 12:00:00 AM,8676,,2 7/8,8696
4238935957,b65e9925-af44-4fe4-89ba-8a345aeb8621,1/21/2018 12:00:00 AM,10322,,2 7/8,10352
4217733826,0b9e94b4-d96f-4ab8-9ff0-8ef28fe8cdc0,11/16/2017 12:00:00 AM,9286,,2 3/8,9304
4248333938,da85640d-0302-4b6a-9fa7-94ea424762b7,12/13/2017 12:00:00 AM,0,,2 3/8,12410
4247943720,8875d6d7-800f-46f7-acdd-96dfd1f6a0e5,12/25/2017 12:00:00 AM,12600,,2 7/8,12620
4228336041,fe033726-2368-4da3-bf96-a356496609ce,11/22/2017 12:00:00 AM,8644,,2 7/8,8664
4238935961,b57d44c6-0c26-47e4-b7fa-a67d07c16a4c,11/14/2017 12:00:00 AM,0,,2 7/8,9913
4231740825,e9272bd8-0831-45dd-a0a4-ac1245345d9a,11/8/2017 12:00:00 AM,0,,2 7/8,8804
4230133344,d13b993d-8e65-4ab0-8ce8-b7c777d2e70f,1/18/2018 12:00:00 AM,10104,,2 7/8,10134
4228336050,c21f76b3-cfb1-42af-887c-bddb8018f5ed,12/4/2017 12:00:00 AM,8572,,2 7/8,8592
4217733819,1f84cadb-0054-4fcc-a700-be7d2335fadf,1/20/2018 12:00:00 AM,0,,2 7/8,8800
4238935942,d07a05dc-cd09-49c8-9460-c7e22e7db570,12/21/2017 12:00:00 AM,9863,,3 1/2,9880
